customer_id,latitude,longitude,tower_id,city,state,zip_code,distance_from_tower_km,urbanization_level
18608,41.85635751,-87.59447867,545,Chicago,IL,37689,4.05,Medium
18609,25.76018518,-80.15624212,18305,Miami,FL,70878,4.98,Medium
18610,25.78838758,-80.14941692,43221,Miami,FL,75713,16.3,High
18611,40.69574289,-74.00290237,18365,New York,NY,10610,0.16,High
18612,25.80155252,-80.18546222,23480,Miami,FL,99873,2.83,High
18613,40.72969265,-73.97100191,24618,New York,NY,11630,13.26,Low
18614,40.70439888,-74.02505609,15252,New York,NY,68337,15.86,Low
18615,29.73191387,-95.37332043,40876,Houston,TX,45681,8.58,Low
18616,40.69219735,-74.05338327,17864,New York,NY,91641,11.61,Medium
18617,40.69743232,-74.04048098,13938,New York,NY,78741,2.45,High
18618,41.88968029,-87.67097827,1017,Chicago,IL,15668,12.48,Medium
18619,40.72657579,-74.0200271,36766,New York,NY,74407,19.46,High
18620,25.75852664,-80.2031599,32498,Miami,FL,35557,18.1,Low
18621,29.7843085,-95.37150271,15020,Houston,TX,17806,7.43,High
18622,29.73518922,-95.32396249,32303,Houston,TX,98268,3.18,Low
18623,25.80644236,-80.1519442,26290,Miami,FL,34633,7.44,High
18624,29.72580737,-95.32779267,6536,Houston,TX,63650,7.23,Medium
18625,41.91571726,-87.67381073,23126,Chicago,IL,67322,6.26,Medium
18626,25.77333067,-80.20239848,14118,Miami,FL,63860,10.13,Medium
18627,41.89591052,-87.64715097,40125,Chicago,IL,21933,13.55,Low
18628,40.73006403,-73.95961095,12431,New York,NY,88967,17.29,Low
18629,34.02225406,-118.2612162,48483,Los Angeles,CA,91544,10.78,Medium
18630,40.71295829,-73.98864679,38894,New York,NY,14035,7.57,Low
18631,34.08767049,-118.2260059,31342,Los Angeles,CA,86624,17.11,Low
18632,34.06584631,-118.2225228,23078,Los Angeles,CA,87388,1,Low
18633,41.88018057,-87.59031943,17702,Chicago,IL,30351,5.04,Low
18634,34.02546894,-118.2403541,43675,Los Angeles,CA,67856,4.72,High
18635,40.73171743,-74.05599683,34056,New York,NY,21537,19.31,Low
18636,29.71847071,-95.33653234,9390,Houston,TX,72719,17.63,Medium
18637,40.72873657,-74.04172393,7536,New York,NY,64708,5.34,High
18638,40.7604868,-73.9723187,43040,New York,NY,34189,16.5,Medium
18639,40.68262642,-73.99338819,594,New York,NY,59907,17.2,Low
18640,34.02432519,-118.2919297,15920,Los Angeles,CA,35261,14.81,Medium
18641,29.77659613,-95.36483827,46341,Houston,TX,90442,14.64,Medium
18642,29.71907869,-95.36899069,46320,Houston,TX,51781,3,Low
18643,25.75342424,-80.19814979,33753,Miami,FL,55603,0.51,Medium
18644,40.70743853,-74.01253101,11042,New York,NY,65875,14.6,High
18645,29.74098915,-95.40923221,34952,Houston,TX,10075,2.96,Medium
18646,34.08773738,-118.2498953,26564,Los Angeles,CA,16667,0.62,Medium
18647,29.77949754,-95.33970873,39499,Houston,TX,94229,0.7,Medium
18648,25.76994377,-80.1691309,19318,Miami,FL,29822,2.56,High
18649,34.07107175,-118.2696342,20940,Los Angeles,CA,46322,10.99,Medium
18650,25.7549205,-80.21635524,34670,Miami,FL,29114,17.6,Low
18651,41.89438388,-87.60620323,1660,Chicago,IL,58961,16.73,Medium
18652,29.7935762,-95.41457717,37894,Houston,TX,72181,7.05,High
18653,25.75258219,-80.22146487,20089,Miami,FL,93915,12.16,High
18654,25.79576502,-80.18998463,24127,Miami,FL,28482,2.06,High
18655,34.05803721,-118.2355916,7416,Los Angeles,CA,87640,10.9,Low
18656,34.05350331,-118.2260576,34956,Los Angeles,CA,23780,4.66,High
18657,41.83320211,-87.5818197,39500,Chicago,IL,89358,2.52,High
18658,29.73284787,-95.36536936,27773,Houston,TX,77934,17.47,Medium
18659,34.03249598,-118.2047139,7102,Los Angeles,CA,93484,5.14,Low
18660,34.03534895,-118.2299759,33984,Los Angeles,CA,59973,0.37,Low
18661,40.68175659,-74.01362084,34945,New York,NY,41285,13.64,High
18662,40.68133909,-74.01123168,19554,New York,NY,11438,8.24,High
18663,34.08027113,-118.265494,14516,Los Angeles,CA,95482,9.94,Low
18664,41.90690561,-87.65215101,33581,Chicago,IL,70459,2.84,Medium
18665,29.78761582,-95.40205625,44592,Houston,TX,85524,1.33,High
18666,34.02607503,-118.2074182,48241,Los Angeles,CA,99294,11.39,High
18667,40.75322553,-74.02488819,30849,New York,NY,26201,18.24,Low
18668,41.88332728,-87.66088527,18739,Chicago,IL,38463,1.61,Medium
18669,29.73419582,-95.40300053,40172,Houston,TX,48799,12.15,Medium
18670,25.77507319,-80.14775249,33152,Miami,FL,51488,3.5,Medium
18671,29.73120359,-95.40623583,7565,Houston,TX,54303,1.32,High
18672,40.6786121,-73.99288987,24300,New York,NY,73550,3.55,Medium
18673,29.76500588,-95.41005784,32170,Houston,TX,71266,1.87,Medium
18674,25.80386836,-80.1584393,17083,Miami,FL,87528,15.51,High
18675,40.72187732,-73.99728061,25255,New York,NY,12795,2.69,Medium
18676,34.0681901,-118.2558528,42264,Los Angeles,CA,16590,16.02,Medium
18677,40.71974435,-74.03985266,13185,New York,NY,45506,4.84,High
18678,34.09596954,-118.2121523,16492,Los Angeles,CA,35376,3.52,Low
18679,34.03880267,-118.2702086,29733,Los Angeles,CA,41831,13.59,Low
18680,40.70108454,-73.96223521,49242,New York,NY,70634,12.77,High
18681,40.71268192,-73.98801329,5089,New York,NY,75131,13.75,High
18682,34.04209515,-118.2689628,35162,Los Angeles,CA,38627,12.91,High
18683,41.90681917,-87.66610163,1646,Chicago,IL,80438,7.65,Low
18684,40.68922805,-73.98394084,20021,New York,NY,78586,17.9,Medium
18685,34.03718534,-118.2606793,3943,Los Angeles,CA,69442,0.63,Medium
18686,34.01016124,-118.1946082,1251,Los Angeles,CA,48690,5.99,High
18687,34.00755567,-118.2231785,36438,Los Angeles,CA,78468,14.87,Low
18688,29.80125504,-95.39117255,1976,Houston,TX,98671,11.96,Low
18689,29.72888662,-95.37876582,2702,Houston,TX,97244,1.23,Medium
18690,40.6681255,-74.00673698,18815,New York,NY,12867,2.93,High
18691,29.7865934,-95.37330616,9487,Houston,TX,19823,13.48,Low
18692,29.73519179,-95.41265722,35886,Houston,TX,76867,9.02,Medium
18693,40.74435371,-74.02745072,11508,New York,NY,67992,2.18,Medium
18694,29.79638583,-95.39983382,32347,Houston,TX,17961,15.31,Low
18695,25.78464981,-80.19077069,5035,Miami,FL,68027,18.23,Medium
18696,40.73010855,-74.02439477,25829,New York,NY,37583,0.21,High
18697,34.06935007,-118.2116918,43896,Los Angeles,CA,58324,6.4,Medium
18698,34.09089317,-118.2204653,35915,Los Angeles,CA,17238,4.94,Low
18699,29.7515042,-95.40743736,5835,Houston,TX,25370,1.18,Medium
18700,29.75805867,-95.41195962,43121,Houston,TX,47415,5.68,High
18701,40.70705488,-73.9575899,25014,New York,NY,97900,3.22,Medium
18702,34.04091171,-118.2799063,38265,Los Angeles,CA,68806,4.43,Low
18703,25.78887674,-80.17423931,146,Miami,FL,80749,15.11,Low
18704,34.06797118,-118.2932685,40510,Los Angeles,CA,47302,1.58,Low
18705,41.8569321,-87.63873055,26039,Chicago,IL,34538,11.06,Medium
18706,40.76041947,-73.96999871,24950,New York,NY,19688,11.31,Medium
18707,25.77427548,-80.22215433,36618,Miami,FL,21301,5.44,Medium
18708,40.70925924,-74.03480068,8435,New York,NY,53429,0.76,Low
18709,34.09595938,-118.2595453,20425,Los Angeles,CA,65342,4.99,High
18710,29.76227786,-95.39401683,5733,Houston,TX,55337,18.17,Low
18711,40.67888715,-74.02111791,10094,New York,NY,46780,3.73,Low
18712,25.72420604,-80.2028652,40625,Miami,FL,63765,14.71,Medium
18713,34.04284299,-118.2039153,48185,Los Angeles,CA,64843,8.92,High
18714,34.03896619,-118.235677,10366,Los Angeles,CA,49283,10.49,Low
18715,34.00885508,-118.2338054,9934,Los Angeles,CA,29889,16.44,High
18716,41.87569896,-87.6728864,26683,Chicago,IL,20910,14.11,Low
18717,29.73055376,-95.41321006,41725,Houston,TX,32725,5.47,Medium
18718,40.73246947,-74.03953259,36557,New York,NY,43199,14.6,Low
18719,29.79160632,-95.32249554,17695,Houston,TX,62609,2.43,High
18720,25.73081713,-80.20231094,22015,Miami,FL,58174,2.68,Low
18721,34.06064081,-118.2802258,48526,Los Angeles,CA,39438,3.21,High
18722,25.7707153,-80.23141564,48174,Miami,FL,28011,18.62,Low
18723,41.8776436,-87.59419795,10547,Chicago,IL,77541,18.76,Medium
18724,41.899691,-87.6312967,30238,Chicago,IL,98319,13.7,Medium
18725,25.7226141,-80.20404945,4831,Miami,FL,85812,16.85,High
18726,29.72915794,-95.33131218,48910,Houston,TX,16944,3.13,High
18727,29.74023875,-95.35314569,16481,Houston,TX,12404,3.81,Low
18728,41.84489348,-87.61823344,17735,Chicago,IL,19618,19.34,Medium
18729,34.08241122,-118.2627828,7907,Los Angeles,CA,15721,18.49,High
18730,40.67960689,-74.04441351,3450,New York,NY,18114,1.75,Medium
18731,34.02324342,-118.2100819,8455,Los Angeles,CA,21107,14.75,High
18732,41.88714343,-87.65477975,17992,Chicago,IL,30998,2.75,Low
18733,29.74986978,-95.40661601,35775,Houston,TX,61331,9.48,Low
18734,40.72737898,-74.02771814,9800,New York,NY,58650,16.87,High
18735,34.08055339,-118.2518375,23315,Los Angeles,CA,21996,0.55,High
18736,40.73021286,-73.95694762,5393,New York,NY,49480,18.66,Low
18737,40.72846365,-74.01043931,18397,New York,NY,83454,15.27,Low
18738,41.92614767,-87.6690724,33022,Chicago,IL,44135,18.08,Low
18739,41.8415982,-87.60493327,29432,Chicago,IL,73274,5.41,Low
18740,41.89270736,-87.62253398,34497,Chicago,IL,45550,15.03,Low
18741,25.71615558,-80.21379541,35176,Miami,FL,18884,2.25,Medium
18742,40.68302605,-73.98441721,46031,New York,NY,12681,0.25,High
18743,25.74438475,-80.15524823,42615,Miami,FL,58191,17.94,Medium
18744,29.72585611,-95.41163705,42216,Houston,TX,71249,12.56,Medium
18745,29.74410145,-95.38563082,33567,Houston,TX,24295,3.32,Medium
18746,25.75122171,-80.16032093,40328,Miami,FL,61149,4.17,Low
18747,40.68909349,-73.97920082,24200,New York,NY,60366,0.74,Low
18748,29.71912309,-95.35883884,45088,Houston,TX,38798,2.93,Low
18749,34.03439907,-118.2130216,37789,Los Angeles,CA,88438,12.65,High
18750,40.69515805,-73.99884249,27589,New York,NY,24165,7.45,Low
18751,25.8088774,-80.23350737,26046,Miami,FL,71804,16.87,Medium
18752,25.74466388,-80.19459746,9122,Miami,FL,89181,4.05,Low
18753,34.09442395,-118.2105492,33322,Los Angeles,CA,24242,18.15,Low
18754,40.74076593,-73.99369038,15145,New York,NY,67386,11.93,Low
18755,25.78442098,-80.20383863,941,Miami,FL,11519,3.34,Low
18756,41.83979318,-87.67444069,22294,Chicago,IL,71675,2.73,High
18757,29.77661015,-95.38363776,4544,Houston,TX,85759,18.47,Medium
18758,29.79040309,-95.32579892,13221,Houston,TX,66457,12.58,High
18759,29.72495084,-95.3417637,47630,Houston,TX,11825,5.34,Low
18760,34.08176101,-118.2758967,16572,Los Angeles,CA,30194,3.08,High
18761,40.69552124,-73.96372511,37147,New York,NY,41261,8.92,Low
18762,41.83976741,-87.61255261,3239,Chicago,IL,91473,16.01,High
18763,41.91190409,-87.64668847,11073,Chicago,IL,66099,3.39,Low
18764,25.72145045,-80.17261653,27658,Miami,FL,38035,16.97,Low
18765,34.08324364,-118.2802585,45220,Los Angeles,CA,93084,0.79,Low
18766,41.9054478,-87.59991363,26168,Chicago,IL,53188,11.59,Medium
18767,40.66475302,-73.95867087,43730,New York,NY,60099,13.28,High
18768,29.73981386,-95.38007864,38762,Houston,TX,29614,18.91,High
18769,34.04779383,-118.2309795,6236,Los Angeles,CA,12809,2.19,Medium
18770,25.78390924,-80.21382398,10233,Miami,FL,61829,5.39,Medium
18771,40.71778266,-73.96509572,44177,New York,NY,28361,8.59,High
18772,34.0311421,-118.2628101,7299,Los Angeles,CA,41381,1.69,High
18773,40.74955185,-74.04855145,48660,New York,NY,70118,4.67,Low
18774,25.71504337,-80.14680452,30977,Miami,FL,74061,10.4,High
18775,34.09104634,-118.2539687,45413,Los Angeles,CA,88953,2,Medium
18776,41.86956546,-87.67583889,2375,Chicago,IL,70185,17.28,Low
18777,25.71607513,-80.21820087,12751,Miami,FL,36624,7.13,Medium
18778,25.72686443,-80.23964626,15911,Miami,FL,60378,15.13,Medium
18779,25.75246096,-80.14225976,3299,Miami,FL,91121,5.49,High
18780,29.77720338,-95.32230477,24452,Houston,TX,14052,18.49,Low
18781,29.76659718,-95.36616068,49465,Houston,TX,56464,3.13,Medium
18782,40.74798464,-74.0361369,10843,New York,NY,23112,18.55,Low
18783,40.75579326,-73.96183572,31043,New York,NY,53972,17.93,Low
18784,41.89312558,-87.66939628,30610,Chicago,IL,78290,12.09,High
18785,41.87693804,-87.60293561,27831,Chicago,IL,69936,10.5,High
18786,25.71304342,-80.19360532,36159,Miami,FL,74792,18.17,Medium
18787,25.79701782,-80.15773239,2742,Miami,FL,29684,17.81,High
18788,34.03011148,-118.2684354,37610,Los Angeles,CA,91812,8.8,Medium
18789,34.04487076,-118.2852372,21158,Los Angeles,CA,21139,1.76,Medium
18790,34.04639219,-118.2448154,43814,Los Angeles,CA,57343,2.67,Medium
18791,34.04676392,-118.2638636,7166,Los Angeles,CA,81786,18.71,High
18792,25.77517018,-80.16448854,25729,Miami,FL,95173,7.39,Low
18793,25.73418148,-80.14518011,31848,Miami,FL,36470,12.4,Low
18794,34.05638429,-118.2283691,6502,Los Angeles,CA,54133,13.08,Low
18795,29.75171252,-95.38426364,9544,Houston,TX,90370,15.39,Medium
18796,29.72393763,-95.33949858,20693,Houston,TX,98549,8.3,Low
18797,34.03981673,-118.2268151,14158,Los Angeles,CA,76296,5.24,High
18798,40.74453349,-74.03897522,21980,New York,NY,56277,16.21,Medium
18799,34.079575,-118.2159174,24092,Los Angeles,CA,17169,13.1,High
18800,25.7198424,-80.21132572,17584,Miami,FL,23184,3.62,Low
18801,34.00586591,-118.2835876,347,Los Angeles,CA,23358,5.31,High
18802,29.71706666,-95.41231467,20653,Houston,TX,66645,16.51,High
18803,34.00503072,-118.2002759,38780,Los Angeles,CA,84694,13.13,High
18804,34.05313812,-118.286252,49019,Los Angeles,CA,96188,14.19,High
18805,40.6982432,-74.05506466,686,New York,NY,74814,0.81,Low
18806,29.77775576,-95.32204355,41194,Houston,TX,48782,5.76,High
18807,34.06418645,-118.2427773,21454,Los Angeles,CA,19943,10.05,High
18808,41.90215949,-87.65062367,37473,Chicago,IL,97799,2.21,Medium
18809,29.79094177,-95.41331458,27680,Houston,TX,59254,14.15,Low
18810,29.74896234,-95.41385087,14458,Houston,TX,18733,11.3,High
18811,41.91843481,-87.618554,18881,Chicago,IL,37812,2.45,High
18812,34.00916644,-118.2000511,39565,Los Angeles,CA,18960,2.77,Medium
18813,41.85299911,-87.65083566,40946,Chicago,IL,21157,13.58,High
18814,34.03410763,-118.2356759,39568,Los Angeles,CA,60293,5.62,Low
18815,41.92397854,-87.62555961,40011,Chicago,IL,71813,8.18,Medium
18816,34.05292735,-118.2136963,32209,Los Angeles,CA,80655,11.14,High
18817,41.84924896,-87.63474045,19322,Chicago,IL,22105,12.34,Medium
18818,29.79563524,-95.39813021,15969,Houston,TX,43571,2.77,Low
18819,41.85473844,-87.6508655,48692,Chicago,IL,45671,14.28,Medium
18820,41.87057248,-87.66195948,3154,Chicago,IL,42806,13.72,Low
18821,40.71825769,-73.97704436,329,New York,NY,12843,17.42,High
18822,40.75238928,-74.05378732,1690,New York,NY,26251,10.81,High
18823,40.74948088,-74.03855072,13283,New York,NY,66651,16.33,Low
18824,34.08690951,-118.2387933,4657,Los Angeles,CA,92230,0.68,Low
18825,41.9002333,-87.6735946,24652,Chicago,IL,62567,0.42,Low
18826,25.78164094,-80.17341621,45701,Miami,FL,14564,15.16,High
18827,29.75491985,-95.370357,24482,Houston,TX,82034,12.88,Low
18828,41.87140775,-87.63271053,12480,Chicago,IL,75681,10.71,Medium
18829,41.92218587,-87.60597458,35440,Chicago,IL,52228,14.84,High
18830,29.738285,-95.415546,23470,Houston,TX,73811,11.05,Low
18831,41.90476559,-87.67751799,28210,Chicago,IL,63117,14.49,Medium
18832,34.08356842,-118.2043267,3891,Los Angeles,CA,94311,5.91,High
18833,34.04775376,-118.2012302,22248,Los Angeles,CA,92975,16.01,High
18834,29.79523685,-95.36593365,2216,Houston,TX,87790,18.64,High
18835,29.76841922,-95.40786141,21384,Houston,TX,30719,15.28,High
18836,25.77918511,-80.19908682,4588,Miami,FL,82084,12.89,High
18837,29.73353829,-95.39879408,39088,Houston,TX,68645,19.69,Medium
18838,34.05450184,-118.2367465,8788,Los Angeles,CA,34936,9.42,Low
18839,34.05763391,-118.257453,32629,Los Angeles,CA,13996,7.67,Low
18840,29.7703251,-95.3357304,30368,Houston,TX,99331,5.6,Medium
18841,25.80345518,-80.21135244,41920,Miami,FL,99984,13.51,High
18842,41.8444678,-87.67778804,19033,Chicago,IL,81128,8.87,Low
18843,40.66438819,-73.96755201,30131,New York,NY,73472,18.07,Low
18844,29.78770966,-95.38283574,11628,Houston,TX,45632,12.02,Medium
18845,41.86967784,-87.62277047,49711,Chicago,IL,64700,18.45,Low
18846,25.73502483,-80.15273916,9278,Miami,FL,75222,14.37,Low
18847,25.80092563,-80.21861,18109,Miami,FL,40670,5.24,High
18848,25.79165804,-80.21190986,16387,Miami,FL,79282,12.38,Low
18849,25.78837229,-80.2301045,5675,Miami,FL,93927,4.96,Medium
18850,40.72572121,-74.03009373,2357,New York,NY,64033,13.77,Medium
18851,29.75078279,-95.32863035,18519,Houston,TX,83064,8.14,Low
18852,29.74967832,-95.33519086,5600,Houston,TX,52268,18.18,High
18853,41.88027193,-87.62158307,1803,Chicago,IL,25111,7.39,High
18854,34.01737453,-118.2688984,24571,Los Angeles,CA,73062,15.33,Medium
18855,29.7801662,-95.34662161,48209,Houston,TX,49128,14.2,Medium
18856,40.73271326,-73.96978129,15216,New York,NY,34580,17.7,Low
18857,25.78673502,-80.2272422,28943,Miami,FL,90834,17.91,Low
18858,29.71066386,-95.33889674,22773,Houston,TX,23611,12.77,Medium
18859,40.73433597,-73.96117602,39077,New York,NY,93860,16.93,Low
18860,25.76657686,-80.15914001,12297,Miami,FL,72518,13.64,Medium
18861,25.80892908,-80.17044844,32888,Miami,FL,90051,4.95,Low
18862,25.75272533,-80.18318679,41992,Miami,FL,20927,1.14,Low
18863,40.69960003,-74.04866332,8443,New York,NY,33331,14.4,Medium
18864,34.05492118,-118.2842637,9062,Los Angeles,CA,66895,18.7,High
18865,41.91531344,-87.60375426,29046,Chicago,IL,38074,13.05,High
18866,29.78344318,-95.4021447,42901,Houston,TX,15470,13.64,Medium
18867,40.7333529,-73.99535401,1224,New York,NY,51850,6.69,Low
18868,29.73291012,-95.40742212,1667,Houston,TX,35308,10.9,Medium
18869,29.77161536,-95.32311002,46545,Houston,TX,94477,17.79,High
18870,25.79282142,-80.15706561,43803,Miami,FL,42543,0.92,High
18871,29.74800614,-95.39432877,46936,Houston,TX,87447,8.74,High
18872,25.77649669,-80.223394,44193,Miami,FL,85318,0.71,Medium
18873,25.80844204,-80.18139567,14151,Miami,FL,94946,1.8,Medium
18874,29.80233003,-95.39690204,8352,Houston,TX,72063,19.96,Low
18875,41.89625624,-87.62608817,45651,Chicago,IL,35303,6.28,Low
18876,41.89117959,-87.60532419,17489,Chicago,IL,13854,2.6,Low
18877,29.78655208,-95.41659839,37908,Houston,TX,94454,10.65,Low
18878,25.73042188,-80.17931313,32625,Miami,FL,77090,0.55,Low
18879,25.72347051,-80.22359321,2448,Miami,FL,37875,5.09,Low
18880,40.74518342,-73.962843,325,New York,NY,93287,19.85,Low
18881,29.79512717,-95.3990098,19538,Houston,TX,69975,8.61,Medium
18882,40.66532335,-74.02185765,16566,New York,NY,23528,9.51,Low
18883,41.83003069,-87.65425131,7278,Chicago,IL,30229,0.52,Low
18884,29.8079041,-95.41805763,42045,Houston,TX,12880,17.16,Medium
18885,40.75430243,-74.03038105,49159,New York,NY,33197,7.7,High
18886,29.77375306,-95.40093976,49868,Houston,TX,45756,15.22,Low
18887,34.09362662,-118.21169,19927,Los Angeles,CA,46629,1.33,Low
18888,40.71066042,-73.97647886,38439,New York,NY,13221,10.05,Low
18889,29.78674367,-95.41094435,18030,Houston,TX,54979,12.14,Low
18890,40.66520093,-73.99113593,1565,New York,NY,46654,15.34,Low
18891,34.06566956,-118.2705345,2319,Los Angeles,CA,58465,8.77,High
18892,29.80144576,-95.3660027,46013,Houston,TX,10724,3.9,Low
18893,41.92649799,-87.64218774,3639,Chicago,IL,68947,12.02,High
18894,41.9002212,-87.66977223,33463,Chicago,IL,65646,17.17,High
18895,40.70915055,-74.02447947,19424,New York,NY,19077,11.21,Low
18896,40.6840554,-73.98918769,49347,New York,NY,65397,4.09,Low
18897,25.79115108,-80.16951497,41306,Miami,FL,94494,19.47,Medium
18898,25.76558252,-80.2068031,11591,Miami,FL,45012,1.72,High
18899,41.89591801,-87.59903169,30024,Chicago,IL,18183,5.32,High
18900,25.77217603,-80.16679622,49697,Miami,FL,89836,10.25,Medium
18901,40.6672977,-74.01252908,28742,New York,NY,36946,8.19,Low
18902,34.05553687,-118.2300358,11367,Los Angeles,CA,88680,16.09,Medium
18903,29.78801857,-95.38197563,30098,Houston,TX,40743,17.11,Medium
18904,25.77863412,-80.22874844,25815,Miami,FL,32635,11.66,High
18905,40.73661855,-74.03235692,30675,New York,NY,93117,16.93,Medium
18906,25.7810105,-80.16819367,30126,Miami,FL,66919,5.88,Medium
18907,34.06301496,-118.2395055,47811,Los Angeles,CA,10662,5.14,Low
18908,41.837746,-87.63604039,42477,Chicago,IL,47124,15.27,Medium
18909,41.90925041,-87.62062213,26715,Chicago,IL,90994,7.69,High
18910,40.66504093,-74.00325647,27759,New York,NY,91318,8.04,Low
18911,41.84762327,-87.60264672,38179,Chicago,IL,67830,12.83,Low
18912,34.03730355,-118.2535838,32346,Los Angeles,CA,63703,8.81,Medium
18913,40.69765295,-73.96855718,13270,New York,NY,78692,4.16,High
18914,25.75658266,-80.19587646,14349,Miami,FL,23162,16.44,Low
18915,29.76961099,-95.38864024,8671,Houston,TX,57681,16.77,High
18916,40.75578518,-73.98919697,6698,New York,NY,92159,6.57,High
18917,29.74677172,-95.33284245,7680,Houston,TX,79958,0.32,High
18918,40.68953257,-74.03965281,48000,New York,NY,27368,0.39,Low
18919,41.86007561,-87.59527022,21577,Chicago,IL,29872,14.43,Low
18920,25.79800317,-80.22268987,32859,Miami,FL,31068,2.32,Medium
18921,25.767372,-80.21621043,14816,Miami,FL,28237,14.71,Medium
18922,29.72532533,-95.32763763,23329,Houston,TX,20886,9.78,High
18923,40.74663673,-73.95791131,16136,New York,NY,59228,4.65,Low
18924,29.76591157,-95.34166858,45677,Houston,TX,49744,17.69,Low
18925,40.66813911,-74.01116205,15914,New York,NY,20175,12.55,Medium
18926,29.78590699,-95.39679106,23642,Houston,TX,61868,13.88,High
18927,40.6849457,-73.97941615,47541,New York,NY,64045,14.3,High
18928,41.89787807,-87.61929013,32385,Chicago,IL,36152,17.28,Medium
18929,34.02526592,-118.231474,33758,Los Angeles,CA,71885,7.1,Low
18930,40.76198015,-74.04825282,32862,New York,NY,85090,11.46,Medium
18931,34.06596308,-118.2651621,16213,Los Angeles,CA,36972,16.37,Medium
18932,34.0857468,-118.2685306,18349,Los Angeles,CA,10427,14.72,High
18933,29.78811824,-95.39183536,33750,Houston,TX,53490,17.62,Low
18934,25.76918149,-80.14639248,27840,Miami,FL,20099,14.6,High
18935,34.07842559,-118.2001187,22335,Los Angeles,CA,18099,4.41,High
18936,40.73008598,-73.98971494,7407,New York,NY,72654,5.34,Low
18937,40.67202792,-74.00306698,31282,New York,NY,84267,4.02,High
18938,29.78058885,-95.39181659,39790,Houston,TX,73716,11.79,High
18939,34.08421461,-118.1952539,40880,Los Angeles,CA,29757,7.75,Medium
18940,40.70657531,-74.01224025,25967,New York,NY,63608,11.11,Medium
18941,40.69253108,-73.97481653,46531,New York,NY,34688,4.16,Medium
18942,29.78442132,-95.41889504,45132,Houston,TX,57565,12.24,Low
18943,41.87722134,-87.64225314,9153,Chicago,IL,67644,6.75,High
18944,25.74118154,-80.23644971,45417,Miami,FL,43876,11.9,High
18945,29.73484147,-95.32158428,23918,Houston,TX,44538,6.85,Low
18946,34.09606259,-118.2028017,29709,Los Angeles,CA,72534,11.61,Medium
18947,40.71944081,-74.053378,3947,New York,NY,31706,12.36,High
18948,29.72517382,-95.37434972,48727,Houston,TX,92128,14.94,High
18949,25.74843477,-80.15098376,46808,Miami,FL,64749,5.55,Medium
18950,34.01791628,-118.2881288,29713,Los Angeles,CA,50019,19.92,High
18951,29.71072561,-95.41860362,14380,Houston,TX,64825,15.95,High
18952,41.83409166,-87.65582597,36,Chicago,IL,81704,6.07,Low
18953,40.73742595,-73.97431714,41303,New York,NY,93037,6.12,High
18954,41.92443649,-87.5831631,14641,Chicago,IL,32462,14.33,Medium
18955,29.78947611,-95.34003738,31013,Houston,TX,39301,13.69,Low
18956,25.71790864,-80.23075457,22626,Miami,FL,13330,1.6,Low
18957,34.0100721,-118.2583166,31447,Los Angeles,CA,28345,1.43,Low
18958,29.72821062,-95.35608899,24183,Houston,TX,67123,19.22,Medium
18959,29.71058695,-95.39874544,21354,Houston,TX,28434,17.53,Medium
18960,41.88303045,-87.60284864,37586,Chicago,IL,56203,4.44,Low
18961,40.68762753,-74.0048865,1063,New York,NY,87148,17.15,Low
18962,41.90183649,-87.66677664,10485,Chicago,IL,46610,9.57,Low
18963,41.92251818,-87.58809912,14998,Chicago,IL,87663,7.65,Low
18964,41.8547919,-87.62755872,18890,Chicago,IL,23478,7.46,High
18965,41.85980229,-87.64623556,18474,Chicago,IL,70499,7.79,High
18966,34.09054624,-118.2350351,41681,Los Angeles,CA,24574,18.54,Low
18967,29.79070768,-95.40864801,4703,Houston,TX,31837,11.5,Medium
18968,41.89485075,-87.58419588,33951,Chicago,IL,19410,9.05,Medium
18969,40.739243,-74.0089812,42201,New York,NY,87127,17.58,Low
18970,41.92764789,-87.61836617,26566,Chicago,IL,82243,3.64,Low
18971,29.72614472,-95.3816059,20506,Houston,TX,91448,9.51,Low
18972,40.68595922,-74.03909104,15667,New York,NY,91318,9.68,High
18973,41.91072129,-87.65212314,37459,Chicago,IL,41736,4.9,Low
18974,40.70933455,-74.02161916,37078,New York,NY,79597,7.23,Medium
18975,29.76149783,-95.33898686,42184,Houston,TX,76960,15,High
18976,41.873708,-87.66621963,39798,Chicago,IL,70023,16.14,Low
18977,29.73821492,-95.39760104,19382,Houston,TX,75600,16.29,Medium
18978,34.01940559,-118.2216302,31962,Los Angeles,CA,64876,8.96,Medium
18979,40.76260442,-73.98508944,17953,New York,NY,26500,3.85,High
18980,41.84297347,-87.65199868,37350,Chicago,IL,24809,2.48,High
18981,40.73287564,-74.03110814,12885,New York,NY,81265,0.2,High
18982,34.08182835,-118.1996693,13626,Los Angeles,CA,47978,2.34,Medium
18983,25.79395323,-80.22078604,11259,Miami,FL,64737,17.52,Low
18984,29.73518258,-95.38581423,22550,Houston,TX,27454,19.27,High
18985,25.79862019,-80.23114311,7056,Miami,FL,97312,9.21,High
18986,40.71654598,-74.02486358,1631,New York,NY,91425,10.68,Low
18987,34.03835095,-118.2325542,8849,Los Angeles,CA,49825,19.33,Low
18988,40.68343196,-73.97332489,26924,New York,NY,32971,1.54,Low
18989,34.04910116,-118.2236711,35893,Los Angeles,CA,28705,6.93,Low
18990,29.74611097,-95.33714597,30927,Houston,TX,88770,4.31,High
