tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
17621,-90.54281737,147,Medium,-64.24856272
36782,-83.19589232,134,Medium,-55.90466194
38703,-118.053779,73,High,-59.44021816
43276,-60.13156897,35,Low,-60.07969105
12824,-89.89523039,22,Low,-71.62925435
14874,-90.81791623,112,Medium,-60.26634404
22520,-107.5667031,89,Low,-51.97559868
49388,-54.20221316,92,Low,-57.73225262
2572,-98.99880572,49,Medium,-83.25553661
43254,-50.68236589,5,Low,-50.62985638
23355,-69.40074736,70,High,-83.59444441
2936,-72.37958051,81,Medium,-55.9464393
3978,-103.7686296,105,Medium,-64.42109762
11553,-107.0630651,31,High,-87.8431406
7493,-114.1439951,37,Low,-61.22368916
19573,-106.2572272,58,Low,-82.6401752
17118,-74.15667986,62,Low,-73.85553097
49352,-107.2350763,64,Medium,-56.0560534
8547,-113.4810883,12,High,-80.01584361
9891,-91.89755726,87,Medium,-66.95231015
48025,-106.4732686,80,High,-74.18973969
6434,-104.5582397,8,Low,-51.02970936
20479,-57.9902075,137,Medium,-76.98640743
39230,-56.15484082,119,High,-51.38038978
47727,-113.2156373,130,High,-56.69202949
7940,-107.4283119,148,High,-63.38308574
17694,-66.61619766,123,High,-67.79127083
24917,-59.79490791,128,Low,-67.46920385
10784,-109.2668858,47,High,-55.74088276
19762,-62.00478306,106,Medium,-78.87795372
6301,-77.98954448,127,Medium,-67.2127175
11787,-106.9134339,30,Low,-79.03944257
44709,-69.36118673,64,Low,-87.03536643
31740,-116.934201,92,High,-52.50440004
7296,-66.50142439,24,Medium,-68.83119515
21174,-89.49606983,63,Medium,-52.36304443
28618,-79.79803103,100,Medium,-77.6917084
17437,-64.04336379,59,High,-78.85119072
25799,-70.2807698,70,Medium,-59.9451942
32297,-100.1101152,7,Medium,-58.46604424
49342,-68.63651262,34,Medium,-69.27691752
25895,-53.31180289,59,High,-62.82925499
9009,-93.53128499,30,Medium,-86.10332696
35933,-71.85112286,33,Low,-83.05900146
24902,-91.5156308,58,Medium,-85.88594764
30320,-109.415238,105,High,-68.0279002
17315,-91.44782281,69,Low,-61.77669837
29510,-115.320142,38,Medium,-67.35450413
48367,-84.73556957,119,High,-86.92883155
21537,-59.07603111,0,High,-62.12941312
20387,-59.42485398,109,Medium,-84.42788523
22455,-58.43408623,137,Low,-62.9226671
9345,-60.38223505,93,Medium,-87.49364412
35215,-116.4881338,78,Low,-75.42075019
47712,-114.6122113,22,Medium,-82.12235821
44368,-98.15056532,138,Low,-74.12925171
6786,-94.3156895,126,Medium,-85.83981752
8916,-76.24804646,86,High,-78.52442331
24505,-64.76380847,122,Medium,-81.37630491
21492,-77.87843405,93,High,-56.81483118
41273,-104.610761,63,High,-79.39333532
19830,-66.19346435,106,Medium,-84.38748361
38440,-105.3221188,122,Low,-84.57167828
33779,-81.67838048,149,High,-88.01211185
4044,-94.73576463,113,Low,-68.79109061
15336,-79.266715,58,Low,-62.53420461
23845,-72.48786598,130,High,-58.7970411
407,-92.73210998,25,Low,-56.41609923
15603,-57.46434205,48,High,-83.78884644
29064,-88.58976538,73,High,-85.13936502
45529,-118.454047,92,Low,-58.37411444
36579,-55.22065974,94,Low,-85.74014367
15906,-75.97542924,122,High,-63.69830082
42300,-116.8070243,149,Low,-75.66811312
36362,-60.20397559,103,Low,-80.83823147
26784,-86.10968492,38,High,-59.2424897
21244,-88.52021905,31,Medium,-50.30286674
898,-85.17872988,109,Low,-64.13710063
7071,-71.79122358,57,High,-89.63832212
8285,-89.89493423,47,Medium,-77.23464126
18361,-105.6872118,55,Medium,-85.81505498
3577,-69.93175729,29,High,-79.49111871
22672,-118.8252524,71,High,-86.43921009
11704,-83.26093008,17,High,-72.3458552
48842,-74.67053886,6,Medium,-85.48167195
40977,-83.11004478,96,Medium,-78.73746715
13870,-63.9544864,24,High,-77.07009561
13268,-56.42152033,41,High,-73.02872606
40591,-81.77418628,146,Medium,-64.54039417
21596,-101.6275661,10,Medium,-86.48225639
22092,-91.4208872,127,Medium,-79.57286315
23116,-114.4735832,96,Low,-88.821501
14504,-70.5501998,140,High,-71.99654262
17647,-58.17059278,37,Medium,-64.05624937
17683,-59.6456788,12,Low,-50.96047191
47530,-94.79160681,113,Medium,-87.94335246
6072,-64.08477593,15,Medium,-89.10609845
49691,-103.2640997,11,Medium,-60.58377845
420,-70.54267235,84,Medium,-83.88625914
25841,-116.6310715,39,Low,-79.90265333
36743,-119.9391031,76,Low,-87.86353445
38031,-112.4876539,61,High,-89.90142458
1750,-96.04814838,104,Medium,-80.63692874
17083,-118.7970314,137,Medium,-70.51163002
27824,-50.64863568,15,Medium,-77.01602218
29631,-74.82851761,109,Low,-66.54446173
46107,-50.09532434,87,Low,-58.75091887
4452,-81.55317054,146,High,-80.56750182
32694,-52.14068747,65,High,-66.89417633
1967,-111.9757281,99,High,-81.96391202
32379,-83.44049146,108,High,-52.41062506
40447,-101.9715514,100,High,-52.30694472
49377,-73.5009448,127,Low,-80.92020861
42369,-76.44950884,106,High,-52.06209475
27959,-118.2241626,67,High,-82.35253383
3720,-94.65344754,8,High,-82.54373286
22949,-63.40546147,41,Low,-75.3261647
3600,-103.8321747,137,High,-80.34687763
46146,-98.85171827,44,Low,-58.59674233
23894,-67.01204222,4,High,-72.7265725
36945,-59.67083419,135,High,-53.97918842
30702,-87.45602229,37,Medium,-75.79797078
20694,-98.19036696,131,High,-72.94647646
1237,-71.63971664,67,Medium,-67.35605862
11690,-95.1309069,136,Medium,-55.1091294
32195,-66.43228583,94,Low,-58.11550499
37734,-107.2899376,92,Medium,-51.32958711
12756,-73.10322009,0,High,-70.88863092
36101,-66.63223069,59,High,-70.66205048
5115,-98.58359164,121,High,-87.82827047
17133,-73.08842743,129,Low,-65.14186437
46314,-112.3108489,5,Medium,-76.71008941
39645,-66.73316094,17,Low,-80.93344359
40063,-84.39728947,95,Medium,-55.67484561
41248,-68.5667883,107,High,-54.25240631
6764,-100.6638099,64,Medium,-89.41905132
1725,-60.34150883,58,High,-70.91215415
5089,-64.75026921,143,Low,-81.5722824
22974,-83.95140165,122,Medium,-64.33301482
29112,-99.02953027,13,High,-80.98263304
1710,-106.1231001,126,High,-77.87669164
44980,-73.31464282,136,High,-50.85706605
34726,-60.76077604,25,Medium,-81.06204146
39729,-70.04582634,32,Medium,-50.92950823
10096,-115.1697567,18,High,-56.57010748
19594,-57.04427991,68,High,-60.50566531
33723,-83.99584378,42,High,-65.18860523
19056,-52.56619212,14,Medium,-80.29310707
30934,-77.99513426,52,Medium,-55.71841892
45750,-87.87674605,76,Medium,-65.78399801
44208,-106.8952279,83,Medium,-53.1434574
30190,-92.81519648,78,Low,-56.29012836
1817,-104.935871,47,Medium,-60.42097593
29411,-86.03628308,110,High,-69.99084337
15686,-99.29341854,38,High,-57.84647079
14350,-116.8099624,42,Medium,-87.9493281
5981,-51.31564294,108,Medium,-86.92303029
26544,-97.96144765,11,Low,-54.15492617
1674,-62.64740622,8,Medium,-83.82198303
13433,-117.8104377,68,High,-84.39613269
47394,-77.39606095,46,Medium,-72.53659625
44266,-80.70208925,104,High,-59.88401045
47627,-76.98518657,125,High,-57.92658898
43712,-115.5158207,60,High,-86.77279481
9126,-80.22954464,107,Low,-53.02006276
26799,-94.06468047,149,High,-79.10771978
47690,-75.64687734,43,High,-55.05716421
40696,-102.0979598,49,High,-68.39194351
11090,-69.54712378,123,High,-62.71585482
10397,-93.04713897,137,Medium,-85.21870951
33303,-62.91610351,0,Low,-59.12442795
43625,-77.18222232,61,Medium,-74.27297251
7082,-97.31336292,107,High,-55.27450188
43732,-83.98669264,108,High,-64.54765943
46065,-80.5937539,141,Medium,-80.91817691
28027,-101.5438887,8,High,-64.0224787
47650,-105.6924037,123,High,-64.0017629
12354,-82.99083628,20,Low,-86.51211848
43181,-78.4532545,58,Medium,-84.27914437
10579,-83.99937402,107,High,-57.39882478
10843,-65.79918148,61,High,-77.24600554
207,-55.78232114,20,Medium,-87.20752682
35025,-67.72496366,102,High,-74.81328536
6109,-94.48828025,22,Low,-88.12867768
31694,-119.6793098,70,Low,-59.63328319
37496,-55.94307195,80,High,-69.69415703
1592,-85.73866732,95,High,-64.97375057
314,-66.49307922,97,Medium,-60.56371952
39123,-98.42709982,147,Medium,-86.39080525
26664,-79.33016821,23,Low,-74.19381443
28159,-82.46840786,51,Medium,-55.99366283
19459,-82.84767315,135,Low,-81.6761127
32277,-90.04366449,3,Low,-71.19011237
6183,-110.6346895,49,High,-56.05660497
11509,-94.99721745,140,Low,-75.40996665
11923,-56.68112508,147,Low,-85.84962236
29656,-106.7098304,36,Low,-87.19004493
32126,-99.42424332,120,Medium,-56.21107222
40826,-76.1550538,74,Medium,-88.80665837
5992,-98.32305259,66,Low,-73.5034954
6790,-65.62094792,135,Low,-79.20135589
37550,-50.29392324,141,Low,-57.27780968
47310,-63.25469181,34,Medium,-79.0949045
8143,-84.4943394,81,Low,-67.60633077
4,-111.7719802,98,High,-50.03959052
5556,-119.7752324,97,Low,-58.74790034
36754,-77.27942363,137,Medium,-73.1714035
14321,-91.21350005,135,Medium,-84.20197957
30307,-59.22799881,147,Medium,-83.31594789
46133,-55.256981,94,Medium,-86.69463199
39779,-61.21563019,23,Low,-64.32545779
45892,-85.06462674,96,Low,-77.26635075
36123,-94.34073661,21,Medium,-88.64927715
25280,-116.8248272,3,High,-59.7697668
30012,-115.2647833,26,Medium,-54.61286024
17931,-67.38467563,77,Medium,-51.36946418
27626,-115.0182139,55,Low,-66.91282553
44645,-104.878771,91,High,-76.30959465
29441,-69.48812545,43,Low,-75.75724623
31846,-100.4286511,60,Low,-76.69614262
42729,-84.57365215,89,Low,-65.8314421
37317,-82.57804652,24,Low,-81.54411894
6865,-76.97765841,55,Medium,-71.62021431
17831,-63.01200523,43,Medium,-60.73005231
45583,-102.4309173,90,Medium,-62.93537387
28522,-114.329424,133,Low,-86.00350054
2514,-100.7656149,87,Medium,-53.14891872
47705,-95.96995633,101,High,-77.01684503
11031,-81.36183053,88,Medium,-61.25337887
32895,-65.09649002,121,High,-50.19777324
1542,-94.40684457,113,Low,-73.16418938
11656,-68.58639239,93,High,-60.57757471
9079,-59.14195298,74,Low,-60.61650878
454,-57.02645823,82,High,-89.54739165
13964,-88.40655388,125,High,-81.80269653
20918,-81.39844458,89,Low,-50.86153653
4775,-119.0435597,79,Medium,-55.37752832
44350,-52.69436416,101,High,-66.03236781
2776,-65.53951363,31,Medium,-78.65547942
9343,-92.8454337,103,Medium,-86.71417024
40323,-101.6341851,19,Low,-70.37756526
23613,-78.4314445,67,High,-54.0346151
35872,-52.77305469,100,Medium,-66.13615824
45238,-86.42122043,106,High,-75.84065088
44887,-63.90348088,60,Low,-63.50980386
37765,-78.10582785,102,High,-55.59479216
32726,-97.75057893,146,Low,-58.25321624
13932,-95.8343965,63,Medium,-71.66138712
1852,-79.58747404,31,Low,-69.00914882
41340,-64.95959227,6,Low,-70.30874569
27727,-93.13845858,139,High,-66.33465987
3859,-111.2346153,65,Low,-81.59254312
41365,-75.93876326,139,Medium,-60.1688516
30532,-57.96005948,45,Medium,-55.6556665
16712,-117.7956756,57,Medium,-51.68870812
29832,-86.93465564,94,Medium,-71.6134464
47705,-115.5900443,147,High,-75.67751591
22416,-61.71957226,16,Low,-56.20183217
18425,-106.6050173,64,Medium,-75.88383214
21627,-105.2048428,82,High,-56.38356135
11635,-57.73756475,26,High,-88.42523377
2023,-58.74092327,35,Medium,-55.32303143
291,-92.72778019,147,Medium,-62.77599363
42029,-118.2220465,74,Low,-71.79623662
3552,-77.33356368,66,Low,-83.13011223
32570,-87.91593999,34,Medium,-66.81502179
38791,-115.7867735,84,High,-82.15111556
17736,-99.69889358,53,High,-57.96919964
21052,-79.94630876,84,Low,-88.37169647
1307,-52.05577761,145,High,-66.85979307
35996,-53.77147779,125,Low,-65.25382966
18479,-59.50425948,92,High,-88.35373805
10199,-105.9661176,70,High,-50.61016848
25064,-102.3731605,15,High,-89.6385903
26653,-84.53270438,7,High,-56.42358987
14556,-118.1505199,76,Medium,-64.10141536
29116,-50.76651368,140,Medium,-69.9900012
20482,-55.99004026,142,High,-60.01548694
20779,-63.49094203,82,Medium,-57.80040534
38771,-61.34897599,69,Medium,-89.06195977
8151,-68.85360229,85,High,-58.07098626
41667,-89.40382071,147,Medium,-75.82579984
7121,-118.0280789,2,Low,-73.65311906
46854,-52.46809044,42,Medium,-77.9608049
812,-62.81364629,56,High,-72.21897314
8247,-114.4358311,113,Low,-88.10859746
30673,-75.2623194,72,High,-75.4359144
4800,-86.97178786,58,Low,-66.06933201
24193,-62.79919933,44,Medium,-64.61299094
7727,-110.5544016,3,High,-71.63016994
42761,-62.276883,86,Medium,-73.7121769
2560,-65.70603668,95,Medium,-78.93074512
8575,-89.09568906,34,High,-55.02065311
4902,-74.67052037,75,High,-82.75236496
6092,-55.65466734,85,Low,-69.14467554
336,-63.33481142,10,High,-74.71399591
29126,-111.2303745,105,High,-58.41648905
3681,-68.7699941,142,Medium,-50.20591306
23391,-83.35299585,113,Medium,-84.04057611
33566,-60.06015464,71,Low,-79.64349812
44055,-62.00404639,92,Medium,-82.8832308
2869,-91.53761949,58,Low,-68.21891565
12779,-101.5032165,17,High,-57.12334218
26441,-87.39189876,148,Medium,-84.82640675
22321,-112.798266,124,Low,-83.57300004
35580,-55.24561124,137,High,-84.83169326
12140,-103.6526178,60,Low,-54.66597212
7732,-112.8450834,100,Medium,-73.96373236
30213,-97.32225537,132,Medium,-85.75736041
43098,-99.68042849,66,High,-73.56125758
45163,-113.5531419,148,Medium,-51.09648289
31010,-77.74610073,64,High,-71.03627859
39030,-110.955957,82,Medium,-54.71802388
4111,-54.37812941,16,Low,-62.55807603
23067,-102.286333,122,Low,-72.00115284
26557,-63.39452943,66,High,-80.1710821
32234,-87.04702296,74,Medium,-61.72969903
31897,-77.22022304,58,High,-65.27384551
10998,-118.0381636,16,Medium,-80.82123311
21836,-69.92495852,6,Medium,-57.75712149
26828,-81.48028699,131,High,-80.92111722
46642,-97.51583991,47,High,-84.61558664
18950,-59.8603065,76,Medium,-52.06242999
43048,-66.95187066,77,Low,-50.22946877
24606,-116.5654796,82,High,-77.08082645
32979,-117.7012285,107,High,-75.29831278
12739,-108.4547672,0,Low,-55.17205058
9856,-112.8008007,49,High,-79.65546836
18570,-63.60160491,85,Low,-54.47911034
49417,-65.115398,11,Low,-59.06245159
37925,-89.65927466,131,Medium,-59.33633093
8327,-72.22863056,15,High,-77.38756658
12812,-115.2825276,1,Low,-77.89521815
12218,-104.3240223,60,Low,-63.77896683
47975,-105.0157253,117,Medium,-87.5765875
48105,-116.3905899,24,Medium,-86.7955149
26638,-85.85458814,142,Low,-50.58551206
26899,-98.86610415,34,Medium,-89.93982495
15881,-106.7809926,121,High,-51.16616193
19938,-100.1728919,122,Medium,-69.67301259
8379,-73.98062017,95,Medium,-50.43528257
44961,-74.02618387,69,Low,-78.82098593
48615,-78.86354655,92,High,-83.84454292
45404,-97.39880895,79,Low,-79.48802467
11082,-97.00082596,146,Medium,-73.01819668
29107,-99.46017694,93,Low,-64.13250224
40482,-110.2075327,38,High,-51.67482709
12116,-97.3812836,144,High,-69.34778075
6874,-92.85125172,46,Low,-77.60171107
20952,-65.7618042,105,Medium,-68.04179495
34465,-109.7524052,105,Medium,-55.82016492
2775,-98.7906137,115,High,-81.70557597
571,-114.0843934,93,Low,-74.97229152
28240,-106.3434841,109,Low,-60.96278573
10761,-114.9076251,91,High,-75.49246908
9893,-89.24912762,121,Low,-53.00815213
4802,-65.69429029,9,High,-72.11240503
47155,-94.15440203,125,High,-76.26251413
49553,-66.62910879,142,Medium,-53.05940405
39443,-64.28621811,22,Medium,-79.46900789
22440,-74.9218242,70,Medium,-76.50375731
30265,-79.97061553,92,Medium,-64.61552711
5255,-101.535256,52,Low,-87.6735559
11722,-63.38634773,86,Medium,-58.07288654
2531,-56.76213746,104,Low,-82.9126811
22894,-103.4205604,14,Medium,-70.3882822
21040,-76.48182963,137,Medium,-56.86503895
35919,-98.43073856,33,Low,-78.98998821
4610,-85.34912606,20,Medium,-51.88454769
3080,-106.6716414,0,Medium,-76.71029097
14385,-85.24832852,109,Medium,-81.31291573
23602,-98.61308844,90,High,-53.70152417
13681,-53.94751768,57,Low,-77.58011124
949,-69.52679456,68,Medium,-51.95076428
12596,-73.68221455,126,Medium,-57.17229837
2969,-82.03266501,71,High,-60.74840933
29042,-103.1620508,37,Low,-61.18344588
27062,-114.6403233,141,Medium,-84.38274617
46729,-69.67093016,23,Medium,-77.70460706
17849,-63.54617247,31,High,-60.03927505
12056,-63.75898198,48,Low,-86.58103274
12527,-115.4877204,139,Low,-65.58094138
29153,-75.15648846,21,High,-52.6556329
40581,-105.7818416,40,High,-57.53739883
28106,-108.7989203,142,Low,-65.01241012
8358,-84.77067633,23,Low,-71.67551041
47509,-89.8659263,43,Medium,-50.78572608
40073,-119.4631322,15,Low,-79.61981015
47117,-88.46088439,48,Medium,-86.61917522
48368,-67.4428733,5,Low,-67.9175402
3036,-110.6273016,30,Low,-67.56027206
9809,-83.27549056,12,Low,-52.34056558
13063,-97.11820695,38,Low,-61.28758988
33803,-95.49049912,63,High,-72.71018057
9092,-112.212496,83,Medium,-50.24589034
16394,-76.81242055,72,Low,-77.41940892
30335,-70.73668736,96,Low,-65.33218331
14427,-113.141017,3,Medium,-58.90735577
6096,-110.290897,102,Low,-66.06659906
553,-57.00687664,148,Low,-77.89891665
10468,-118.1512968,113,High,-86.80504059
31684,-87.41552108,48,High,-78.47709232
34965,-77.2508752,116,Low,-57.3422846
30059,-100.764639,115,Medium,-60.77663174
31299,-57.21731269,89,Low,-59.23589003
2721,-112.9406426,139,Low,-80.83532057
29505,-112.8423637,30,High,-71.72676087
33414,-114.4829481,136,Medium,-70.48598721
27666,-95.27046599,108,Low,-71.66722006
21354,-61.0478049,98,Low,-89.09158242
28257,-77.04721254,81,High,-70.18051997
32790,-89.39218429,55,Low,-50.69906391
42254,-74.26935095,99,Medium,-87.75610664
4240,-74.55874831,19,High,-89.42906709
2804,-82.27423508,57,Medium,-89.52258027
19474,-77.29206636,119,Medium,-62.87376997
5038,-119.804047,94,High,-65.37855049
11738,-67.622317,129,Low,-81.94365774
33562,-116.1614261,119,High,-57.44608676
19638,-76.73615548,49,High,-75.88954614
38372,-86.80316263,112,Medium,-83.23498485
15100,-94.7259856,1,Low,-50.96973468
2737,-78.98131653,22,Low,-89.47912385
9456,-119.9521964,26,High,-89.04642737
29335,-73.7249536,51,Low,-88.6474543
27617,-98.87534906,1,High,-70.75966413
26933,-112.9916387,127,Low,-55.75655496
31657,-76.95653723,4,Medium,-53.94111418
385,-94.9487958,127,Medium,-74.21141506
13871,-80.64018626,87,High,-67.32218797
37448,-52.39017364,149,Low,-57.0447835
46938,-93.14547372,139,Low,-64.94902886
2853,-52.90318334,36,High,-80.03339894
40400,-107.9420544,105,High,-50.10436513
1917,-94.32780801,101,High,-80.45468265
41160,-62.2709154,19,Medium,-71.91266501
14659,-66.37473532,128,Low,-55.88490561
17908,-109.2692073,46,Medium,-84.89794042
2469,-82.53155944,61,Low,-82.32823626
17834,-68.67038754,88,Medium,-63.18513796
27657,-51.77692001,6,Low,-60.24925184
39811,-96.10343512,105,Medium,-65.03991101
5292,-80.87328176,134,Low,-88.97152496
38756,-111.5815878,10,Low,-64.34650379
1260,-68.15992503,100,High,-80.55679355
36249,-118.4815791,105,Low,-51.53316979
31842,-82.81942914,6,High,-59.44918986
10973,-104.8492101,64,Medium,-69.53884751
2318,-73.01783161,149,High,-50.02529608
25405,-75.37433,30,Low,-82.22416944
25522,-74.75708451,93,High,-81.08895545
17195,-66.88658698,96,Low,-86.92040991
23592,-82.47024926,61,Low,-53.78159635
39318,-75.20399662,140,Low,-68.20497424
13957,-67.32577492,97,Low,-52.54428785
6079,-72.09729828,149,High,-75.03913286
3039,-105.6328481,29,Medium,-58.55274013
22929,-69.08523912,65,High,-72.56380907
28990,-90.80974255,140,Low,-86.18573133
38937,-99.83990118,104,Medium,-52.0433327
27839,-74.68720402,103,Low,-63.50501796
5496,-107.2958723,8,Low,-63.00928247
3246,-92.06777841,17,Medium,-69.65088253
41591,-71.78071855,135,Medium,-79.19312221
16554,-55.61875783,120,Medium,-65.48376237
21010,-97.85241525,139,High,-55.94531079
19833,-83.67146022,58,Low,-81.89490616
3408,-107.9435433,141,High,-69.94739926
47474,-53.62182357,68,High,-65.34057674
46876,-94.57154542,119,High,-89.78553858
11516,-83.84683829,58,Low,-68.35452895
27622,-104.017323,24,High,-55.95317422
22509,-114.8034343,105,High,-79.73303054
26334,-117.0741171,137,Low,-53.34555804
41990,-61.42920042,70,Low,-55.0822735
27920,-89.88644075,19,Medium,-58.19222913
17901,-95.23887113,149,Medium,-84.35450657
43308,-68.6251345,122,Low,-57.05597216
48895,-96.94237453,71,Low,-74.8763457
8507,-53.02704143,81,High,-58.52604101
3976,-100.8807882,135,High,-50.84014695
18918,-68.53692484,14,Medium,-71.17336036
17007,-97.64760588,63,Medium,-82.1920379
19835,-52.16148355,20,Medium,-76.21513835
45688,-92.43105053,130,Low,-58.75882592
20771,-67.13783763,3,Medium,-84.08188876
43302,-56.2822261,53,High,-55.84602832
6024,-94.17027294,123,High,-74.70837192
49175,-102.9122901,42,Low,-57.65084919
30210,-114.79647,62,High,-65.62998538
9430,-64.82807596,36,Medium,-69.69272663
44657,-51.02907515,136,Low,-77.46641241
32733,-103.8790829,12,Low,-51.23809691
17981,-60.21988382,81,Medium,-60.43929248
49344,-52.51437544,43,High,-67.54193884
13199,-72.98418411,117,Medium,-76.87092182
20264,-73.00116947,100,High,-71.84659626
18004,-90.80486195,86,Medium,-86.36265465
29027,-97.37912276,122,Medium,-57.82210496
13461,-111.6329441,148,Low,-61.82235744
48046,-104.5898583,111,Low,-79.30158105
13298,-51.04691621,40,Medium,-61.91211199
26814,-103.6849374,136,High,-55.69275034
17755,-119.7886397,74,Medium,-78.72703412
15286,-79.34573064,145,High,-89.35546065
14553,-119.9766632,45,High,-69.54977498
9970,-55.60721008,64,Medium,-60.47452181
17049,-67.60556248,52,Medium,-67.65894661
32519,-79.44192004,6,Low,-70.00453175
13620,-84.11972682,101,High,-73.14110589
3034,-106.9838521,10,Medium,-70.37171785
32227,-89.66166299,77,High,-74.13828797
22826,-119.329116,80,High,-53.77265919
48463,-80.30333111,111,Medium,-51.94939897
13983,-115.3995539,22,Low,-71.67039631
22212,-117.3219372,7,Low,-84.60519173
6610,-99.62383875,122,Low,-66.12054948
12560,-62.87364158,22,High,-80.9048711
20231,-50.43206955,100,Low,-76.83847155
27096,-52.90334594,3,Low,-64.01648514
22143,-56.47722574,64,High,-83.76967574
44354,-85.12807536,80,High,-85.22446115
41788,-84.40968265,110,Low,-82.59636198
1973,-69.51460692,95,Medium,-58.0904922
14482,-95.61327251,111,Low,-50.51190261
336,-62.09409116,49,High,-51.84489887
11000,-111.2020685,95,High,-57.2506456
38504,-53.80430314,118,High,-72.90593979
31508,-110.353565,119,Medium,-72.38370744
3742,-94.61386037,87,Medium,-89.08801503
48804,-83.85895045,90,Medium,-76.63801694
40865,-87.36075232,73,Low,-78.25186836
19753,-81.05486106,83,Low,-86.88431978
32795,-71.78796012,102,Low,-76.53217852
34330,-55.08174312,75,Low,-66.10137499
45656,-87.53722925,109,Medium,-61.7656738
49347,-107.0239643,107,High,-86.06948563
19611,-75.55625368,93,High,-73.80977807
41287,-101.1162894,123,High,-85.85315616
16249,-51.95950423,11,Medium,-89.83444695
31251,-87.33803089,5,High,-59.48868565
18793,-80.31334008,56,Low,-54.52629545
6587,-52.01316515,1,Low,-77.58845835
35415,-105.3291874,114,High,-73.64930746
47290,-75.72948827,56,Medium,-83.67127667
43764,-116.977906,10,Low,-58.92017633
26333,-58.80508633,81,Low,-56.65488787
20815,-101.9801919,73,High,-76.77799949
20138,-105.4272419,82,Low,-73.54301144
28231,-85.98849624,124,Low,-75.42770171
37827,-95.2285207,86,Low,-81.8874837
27240,-119.3454646,39,High,-72.03375934
17516,-91.2048013,6,Low,-50.33130082
24487,-78.26893248,99,Low,-86.93973323
32738,-96.15455778,80,Low,-81.82855784
49337,-89.16185587,45,Low,-70.01841654
21957,-52.67214478,12,Low,-60.18517255
41151,-101.5380173,20,Medium,-76.80940713
9853,-52.90684631,86,High,-67.97875744
24774,-100.2331905,146,Low,-72.57938368
47366,-100.7801232,98,Medium,-62.98132504
11196,-67.32005874,109,Low,-64.54643924
45880,-105.6474605,119,Low,-52.37859543
30682,-62.32303929,92,Low,-76.70394098
49079,-98.44986902,106,High,-62.65556369
27034,-88.3422613,74,Low,-85.35166949
17170,-86.11227888,87,Low,-56.43209858
2847,-51.6136285,42,High,-82.14359079
3558,-116.3738485,32,Medium,-74.47708418
7922,-64.56180318,13,Low,-59.91616995
40565,-96.74097777,1,Medium,-51.13469364
35048,-108.075324,20,Low,-70.24125295
45841,-88.56724932,28,High,-74.96121682
28428,-77.38663444,84,High,-58.14814242
21618,-89.27606862,142,Medium,-56.06414294
45960,-68.98791551,51,High,-65.68251457
14503,-84.82382195,7,Low,-50.69120833
3532,-104.9380142,117,Medium,-79.28550542
34589,-82.16868662,141,High,-54.53839325
27559,-89.12745048,102,Medium,-78.38035707
49194,-62.73959513,79,Low,-82.26028257
42709,-87.18047612,122,Low,-86.07941171
4400,-78.34798061,149,High,-65.56131278
39539,-111.636096,101,High,-55.88001853
16579,-82.58263232,58,Medium,-69.69025013
49933,-100.9404497,108,Medium,-73.29679151
17478,-95.45567975,90,High,-58.22248103
31679,-116.4744291,8,Low,-81.21671611
41074,-60.06222918,107,High,-59.43411172
30026,-95.38149268,50,Low,-53.08552133
13259,-110.2975029,27,Low,-64.52682023
36548,-89.09557421,149,High,-55.22993543
32119,-87.75335303,109,Medium,-82.54827992
41576,-96.08924507,11,Medium,-52.63287891
1204,-103.7997657,3,High,-69.28145595
11700,-117.9813303,62,Low,-67.52402248
52,-56.62951994,147,Medium,-52.29601587
27314,-119.8541833,43,Medium,-52.56348358
49090,-53.62555137,113,Low,-73.77059433
43026,-112.0159896,44,Low,-86.30582693
4182,-98.10839742,77,High,-72.94246677
43427,-60.99331501,65,Low,-80.28542388
19371,-86.88352948,61,Low,-55.86047149
476,-107.5991024,58,High,-50.4824431
41030,-77.65562027,56,High,-56.42622767
49265,-80.33619954,126,High,-76.24348619
26396,-103.2771864,147,Medium,-57.52700379
20487,-113.6400305,75,Low,-66.77606806
37312,-76.65084183,38,Low,-66.52720842
3491,-90.52245157,4,Medium,-65.88151515
31206,-58.26137176,74,Low,-56.27684615
43872,-78.35468523,147,Low,-70.83843197
18025,-72.37971933,15,High,-59.3397757
22503,-55.8644451,141,Medium,-86.64679309
4365,-83.64638532,104,High,-72.75650873
26165,-68.23738223,115,High,-55.88783905
48557,-81.52978475,149,Medium,-78.38090499
47586,-59.02094022,43,High,-55.35059976
35826,-85.14058379,65,Medium,-70.83900263
34954,-61.46985156,62,Low,-89.26261034
18168,-74.01096858,67,Low,-76.69316286
38310,-111.8918925,20,High,-74.35012897
32246,-88.1541034,29,High,-83.3926362
15971,-77.19393004,92,Medium,-75.07467871
5043,-77.48743224,76,Medium,-79.24094485
33727,-93.70994978,74,Medium,-76.56280491
48631,-109.1755385,63,Low,-69.3639915
36028,-114.682989,47,High,-78.42047278
13067,-63.66583086,20,Medium,-61.29735787
24752,-109.0530306,39,Medium,-77.01445738
30607,-81.51506631,118,High,-54.9468674
7147,-58.45802741,138,High,-76.56504791
28925,-95.92899466,124,High,-69.62079422
45332,-50.255186,37,Low,-65.5279153
16397,-74.79393917,120,Low,-89.01135656
34992,-88.07972677,64,High,-56.91310675
13127,-60.16386395,142,Low,-60.81368388
