customer_id,monthly_online_purchases,avg_cart_value,most_purchased_category,ad_clicks_per_month,offer_response_rate,marketing_emails_opened,preferred_contact_channel
18178,5,498,Clothing,63,0.643,17,Phone
18179,21,339,Clothing,43,0.537,13,Phone
18180,9,236,Electronics,63,0.699,9,Phone
18181,8,660,Clothing,1,0.8,17,Email
18182,33,44,Entertainment,57,0.873,15,Phone
18183,35,465,Clothing,12,0.365,12,App
18184,30,435,Electronics,5,0.119,7,App
18185,3,390,Fast_Food,52,0.129,5,SMS
18186,37,566,Electronics,36,0.707,4,Phone
18187,24,219,Electronics,33,0.938,16,App
18188,31,595,Entertainment,11,0.179,0,App
18189,23,16,Clothing,0,0.383,0,Phone
18190,29,7,Clothing,69,0.275,20,SMS
18191,9,52,Clothing,7,0.12,7,Phone
18192,1,386,Entertainment,69,0.632,15,App
18193,17,174,Fast_Food,41,0.473,20,SMS
18194,14,74,Electronics,54,0.121,19,SMS
18195,18,291,Fast_Food,65,0.096,8,SMS
18196,1,572,Entertainment,47,0.678,14,Phone
18197,14,559,Fast_Food,12,0.842,5,SMS
18198,9,176,Groceries,34,0.298,14,SMS
18199,4,465,Electronics,59,0.696,5,Phone
18200,31,260,Groceries,10,0.593,11,App
18201,0,328,Groceries,13,0.679,13,SMS
18202,35,449,Clothing,69,0.016,5,App
18203,1,359,Clothing,57,0.379,19,Email
18204,17,243,Clothing,9,0.17,12,SMS
18205,38,637,Entertainment,58,0.15,20,Phone
18206,22,129,Groceries,0,0.714,11,Phone
18207,5,323,Groceries,63,0.513,17,SMS
18208,37,326,Fast_Food,45,0.772,1,SMS
18209,28,8,Electronics,52,0.502,0,App
18210,29,674,Groceries,57,0.626,2,Email
18211,1,431,Clothing,37,0.837,8,Email
18212,21,37,Groceries,56,0.411,12,App
18213,0,693,Fast_Food,32,0.21,7,Phone
18214,34,698,Fast_Food,13,0.874,11,SMS
18215,34,403,Electronics,48,0.774,4,Email
18216,39,287,Entertainment,65,0.078,5,SMS
18217,18,232,Electronics,46,0.016,17,SMS
18218,15,691,Entertainment,12,0.24,9,App
18219,16,124,Electronics,54,0.913,15,Email
18220,6,322,Clothing,47,0.998,13,Email
18221,0,139,Fast_Food,35,0.505,9,Phone
18222,37,497,Entertainment,43,0.025,17,Phone
18223,15,506,Entertainment,39,0.076,9,Email
18224,16,630,Electronics,45,0.093,20,Email
18225,20,314,Electronics,21,0.987,12,SMS
18226,30,298,Clothing,69,0.368,20,App
18227,36,388,Groceries,20,0.318,13,SMS
18228,6,230,Groceries,49,0.797,0,App
18229,30,565,Fast_Food,35,0.895,19,Email
18230,34,391,Entertainment,56,0.526,20,App
18231,20,256,Electronics,7,0.986,16,SMS
18232,18,254,Entertainment,1,0.171,7,SMS
18233,31,328,Groceries,69,0.641,9,SMS
18234,21,53,Entertainment,65,0.178,1,Phone
18235,32,286,Electronics,41,0.003,0,SMS
18236,25,383,Entertainment,50,0.445,0,SMS
18237,5,692,Electronics,41,0.522,9,App
18238,28,303,Groceries,63,0.843,17,SMS
18239,14,55,Fast_Food,35,0.031,20,Email
18240,39,549,Fast_Food,4,0.302,6,SMS
18241,21,415,Groceries,25,0.011,4,Phone
18242,31,616,Fast_Food,37,0.327,5,Email
18243,4,367,Electronics,54,0.02,5,App
18244,33,578,Fast_Food,62,0.829,13,App
18245,23,366,Groceries,12,0.428,4,SMS
18246,19,343,Groceries,40,0.806,19,Phone
18247,32,673,Entertainment,54,0.113,12,SMS
18248,15,264,Groceries,60,0.938,9,SMS
18249,22,229,Entertainment,40,0.672,5,Phone
18250,39,37,Groceries,34,0.119,3,Email
18251,35,337,Clothing,21,0.821,5,Email
18252,9,230,Electronics,9,0.966,19,App
18253,25,175,Electronics,38,0.739,2,SMS
18254,32,460,Clothing,15,0.693,20,Email
18255,1,621,Electronics,31,0.051,17,Email
18256,17,345,Entertainment,7,0.49,18,App
18257,31,512,Clothing,33,0.256,16,Email
18258,31,326,Entertainment,52,0.129,16,SMS
18259,23,694,Entertainment,23,0.767,14,Phone
18260,27,556,Clothing,13,0.617,18,Email
18261,10,106,Electronics,45,0.953,8,Phone
18262,27,544,Groceries,8,0.417,12,Email
18263,12,374,Groceries,7,0.806,15,SMS
18264,38,243,Electronics,62,0.779,2,Email
18265,13,574,Groceries,27,0.835,8,Email
18266,35,335,Fast_Food,41,0.756,4,SMS
18267,4,233,Clothing,69,0.353,1,Email
18268,15,150,Groceries,65,0.616,15,Phone
18269,5,175,Entertainment,57,0.598,18,Email
18270,28,310,Clothing,8,0.143,12,App
18271,12,252,Groceries,19,0.059,14,Phone
18272,9,59,Electronics,14,0.206,16,SMS
18273,22,90,Fast_Food,45,0.136,6,Email
18274,26,645,Groceries,56,0.407,5,Phone
18275,19,694,Entertainment,52,0.942,16,App
18276,38,100,Clothing,67,0.432,7,SMS
18277,34,519,Fast_Food,67,0.052,16,Email
18278,12,595,Fast_Food,52,0.481,17,Email
18279,9,255,Clothing,35,0.251,4,App
18280,16,501,Entertainment,22,0.413,10,SMS
18281,28,546,Clothing,60,0.888,19,Email
18282,6,204,Clothing,54,0.589,20,SMS
18283,1,645,Entertainment,64,0.292,10,App
18284,12,476,Clothing,34,0.793,20,SMS
18285,38,651,Groceries,30,0.917,10,Phone
18286,19,439,Groceries,66,0.929,5,Email
18287,4,128,Clothing,11,0.324,13,Email
18288,36,564,Fast_Food,27,0.612,6,App
18289,2,399,Electronics,13,0.874,3,Email
18290,0,63,Fast_Food,47,0.666,18,App
18291,27,236,Groceries,5,0.459,8,App
18292,12,161,Electronics,25,0.871,12,Phone
18293,38,370,Electronics,48,0.21,15,SMS
18294,38,424,Clothing,26,0.047,12,Phone
18295,38,168,Clothing,35,0.245,9,App
18296,15,128,Entertainment,59,0.286,12,Phone
18297,6,155,Entertainment,9,0.388,7,Email
18298,20,634,Entertainment,8,0.002,6,SMS
18299,37,451,Electronics,49,0.844,2,Phone
18300,6,488,Electronics,24,0.625,9,SMS
18301,27,273,Clothing,29,0.641,18,SMS
18302,8,536,Clothing,35,0.065,6,Email
18303,6,56,Entertainment,18,0.994,19,Email
18304,21,551,Clothing,29,0.567,19,Phone
18305,6,146,Electronics,46,0.14,9,Phone
18306,15,456,Groceries,17,0.423,16,SMS
18307,31,58,Entertainment,14,0.157,2,Phone
18308,34,184,Electronics,13,0.479,18,App
18309,4,688,Fast_Food,53,0.053,3,Email
18310,13,159,Entertainment,56,0.18,5,SMS
18311,26,75,Entertainment,15,0.45,20,App
18312,19,275,Entertainment,53,0.825,20,Phone
18313,30,170,Clothing,15,0.767,11,App
18314,19,65,Fast_Food,39,0.575,12,Email
18315,28,568,Fast_Food,25,0.405,3,SMS
18316,15,289,Fast_Food,29,0.007,10,Phone
18317,12,487,Groceries,27,0.171,3,Email
18318,3,77,Clothing,56,0.787,14,Phone
18319,23,233,Electronics,15,0.284,6,SMS
18320,2,488,Fast_Food,47,0.78,11,App
18321,33,191,Groceries,17,0.117,11,Email
18322,18,421,Fast_Food,20,0.386,2,Phone
18323,1,359,Electronics,42,0.427,0,SMS
18324,19,110,Clothing,9,0.307,8,SMS
18325,8,253,Fast_Food,36,0.648,2,App
18326,36,640,Electronics,66,0.85,17,SMS
18327,19,54,Clothing,25,0.193,20,App
18328,28,497,Entertainment,13,0.802,9,Email
18329,2,608,Clothing,15,0.035,11,App
18330,11,378,Entertainment,13,0.786,20,Email
18331,35,144,Groceries,48,0.429,4,App
18332,18,575,Entertainment,54,0.778,4,App
18333,24,73,Entertainment,24,0.729,10,Phone
18334,3,678,Clothing,26,0.341,1,SMS
18335,29,389,Groceries,53,0.769,3,App
18336,23,530,Electronics,5,0.994,3,SMS
18337,13,436,Clothing,32,0.328,15,Email
18338,9,113,Entertainment,20,0.721,6,App
18339,22,477,Entertainment,18,0.103,5,Phone
18340,39,687,Fast_Food,39,0.879,12,App
18341,26,155,Entertainment,48,0.76,2,SMS
18342,26,126,Entertainment,48,0.536,11,SMS
18343,33,574,Fast_Food,67,0.174,16,Email
18344,19,215,Groceries,14,0.291,4,App
18345,22,171,Electronics,47,0.22,8,SMS
18346,27,53,Clothing,61,0.6,13,App
18347,31,698,Electronics,57,0.436,8,SMS
18348,30,229,Entertainment,42,0.073,4,Phone
18349,27,587,Groceries,21,0.948,17,Email
18350,12,552,Electronics,20,0.002,10,Email
18351,14,453,Fast_Food,69,0.212,13,SMS
18352,19,607,Groceries,66,0.008,3,SMS
18353,24,259,Groceries,55,0.873,7,Phone
18354,8,512,Clothing,40,0.298,4,Phone
18355,20,87,Groceries,60,0.438,17,Email
18356,16,187,Electronics,38,0.283,19,SMS
18357,35,662,Clothing,15,0.035,20,SMS
18358,23,208,Fast_Food,15,0.458,3,SMS
18359,6,565,Entertainment,47,0.246,0,App
18360,25,80,Electronics,68,0.903,12,Phone
18361,34,446,Groceries,28,0.28,10,Phone
18362,4,603,Fast_Food,49,0.95,8,Phone
18363,14,627,Electronics,39,0.584,15,SMS
18364,21,273,Electronics,1,0.864,10,Email
18365,23,123,Groceries,62,0.886,4,Phone
18366,10,441,Fast_Food,50,0.833,20,Email
18367,38,163,Fast_Food,57,0.986,4,Email
18368,26,261,Entertainment,52,0.654,13,Phone
18369,11,78,Fast_Food,46,0.38,6,App
18370,11,407,Electronics,27,0.638,12,Phone
18371,2,233,Groceries,19,0.043,2,SMS
18372,5,351,Electronics,11,0.481,16,Phone
18373,13,457,Groceries,42,0.704,8,SMS
18374,38,650,Fast_Food,34,0.884,17,Email
18375,19,254,Entertainment,58,0.557,6,Phone
18376,38,393,Fast_Food,52,0.752,8,SMS
18377,29,686,Entertainment,20,0.958,3,Phone
18378,33,404,Electronics,41,0.439,10,SMS
18379,3,63,Fast_Food,46,0.421,11,Phone
18380,8,605,Clothing,40,0.489,11,App
18381,22,507,Entertainment,37,0.343,8,Email
18382,18,124,Electronics,9,0.985,19,Email
18383,9,163,Clothing,65,0.052,14,Email
18384,17,282,Groceries,21,0.68,8,SMS
18385,25,166,Clothing,41,0.008,10,SMS
18386,28,64,Fast_Food,22,0.47,17,SMS
18387,28,505,Fast_Food,36,0.472,14,SMS
18388,28,210,Clothing,36,0.696,13,Phone
18389,7,280,Entertainment,23,0.891,1,Email
18390,20,628,Entertainment,51,0.756,20,Phone
18391,12,368,Electronics,12,0.621,1,Phone
18392,39,303,Entertainment,28,0.109,0,Phone
18393,33,486,Clothing,57,0.455,2,App
18394,24,283,Clothing,13,0.432,2,Email
18395,31,376,Fast_Food,41,0.664,13,Phone
18396,28,546,Groceries,52,0.377,11,Phone
18397,13,429,Electronics,54,0.928,6,Email
18398,18,394,Clothing,26,0.461,2,SMS
18399,7,228,Fast_Food,39,0.498,0,Email
18400,8,498,Entertainment,24,0.672,1,Phone
18401,33,196,Fast_Food,1,0.059,20,SMS
18402,10,415,Entertainment,20,0.643,16,Email
18403,15,73,Entertainment,37,0.634,0,Email
18404,24,344,Clothing,2,0.805,13,App
18405,13,369,Groceries,58,0.638,1,App
18406,16,31,Groceries,36,0.404,8,SMS
18407,21,517,Entertainment,13,0.682,6,App
18408,31,178,Fast_Food,10,0.976,16,Email
18409,29,628,Fast_Food,12,0.548,8,Phone
18410,1,268,Groceries,2,0.996,15,Phone
18411,35,205,Electronics,5,0.138,20,Email
18412,16,351,Entertainment,48,0.065,2,SMS
18413,24,376,Clothing,59,0.684,15,App
18414,23,92,Groceries,32,0.791,8,SMS
18415,0,65,Fast_Food,10,0.18,8,Phone
18416,29,698,Clothing,41,0.899,13,Email
18417,25,62,Electronics,58,0.338,4,App
18418,7,618,Groceries,57,0.974,17,Email
18419,28,387,Clothing,8,0.359,20,Phone
18420,15,220,Entertainment,8,0.586,6,SMS
18421,37,584,Entertainment,47,0.005,12,Phone
18422,19,155,Clothing,44,0.487,12,App
18423,24,59,Groceries,59,0.634,17,Email
18424,3,532,Clothing,46,0.091,13,SMS
18425,3,686,Fast_Food,27,0.07,0,Email
18426,26,92,Groceries,21,0.952,20,Phone
18427,33,340,Electronics,37,0.981,18,App
18428,23,593,Electronics,24,0.322,10,Phone
18429,29,389,Fast_Food,67,0.224,15,SMS
18430,15,416,Clothing,15,0.383,15,SMS
18431,1,347,Entertainment,11,0.431,0,Phone
18432,33,669,Fast_Food,54,0.602,13,SMS
18433,16,167,Fast_Food,12,0.51,12,App
18434,21,140,Entertainment,47,0.063,11,App
18435,21,209,Entertainment,12,0.97,20,Email
18436,18,698,Entertainment,60,0.236,0,SMS
18437,22,539,Fast_Food,67,0.837,0,App
18438,18,126,Fast_Food,33,0.174,11,Email
18439,36,362,Electronics,5,0.457,10,Phone
18440,6,466,Fast_Food,34,0.203,19,App
18441,36,304,Entertainment,24,0.677,5,SMS
18442,8,288,Electronics,58,0.879,0,SMS
18443,29,211,Entertainment,6,0.023,0,Phone
18444,8,572,Electronics,28,0.749,3,Email
18445,14,259,Fast_Food,28,0.3,13,SMS
18446,9,662,Fast_Food,3,0.433,17,Phone
18447,37,311,Clothing,39,0.507,9,App
18448,30,333,Entertainment,7,0.53,16,Phone
18449,15,599,Groceries,53,0.183,12,Phone
18450,17,391,Groceries,47,0.504,20,App
18451,39,270,Fast_Food,56,0.151,2,SMS
18452,25,442,Entertainment,68,0.204,9,SMS
18453,10,525,Entertainment,9,0.246,11,Email
18454,16,698,Electronics,45,0.492,11,Email
18455,16,376,Groceries,23,0.759,10,App
18456,22,220,Fast_Food,56,0.651,11,Phone
18457,18,160,Fast_Food,23,0.287,5,App
18458,34,648,Groceries,24,0.957,12,Phone
18459,36,462,Electronics,53,0.419,4,Phone
18460,17,95,Entertainment,3,0.22,8,App
18461,38,396,Fast_Food,46,0.272,2,App
18462,26,622,Groceries,65,0.906,3,Email
18463,33,512,Groceries,38,0.223,16,SMS
18464,36,308,Fast_Food,9,0.579,7,Email
18465,24,62,Clothing,14,0.794,5,App
18466,18,685,Entertainment,50,0.25,1,Email
18467,32,409,Electronics,52,0.223,1,SMS
18468,35,647,Fast_Food,0,0.849,11,SMS
18469,1,158,Fast_Food,26,0.336,20,Email
18470,32,411,Groceries,38,0.295,14,SMS
18471,4,534,Fast_Food,43,0.985,15,Email
18472,10,434,Fast_Food,61,0.14,7,App
18473,35,118,Clothing,37,0.04,15,SMS
18474,26,79,Clothing,46,0.735,12,SMS
18475,27,575,Clothing,23,0.156,11,SMS
18476,23,368,Groceries,51,0.854,3,SMS
18477,5,35,Fast_Food,47,0.49,14,Email
18478,1,205,Clothing,31,0.006,19,Email
18479,6,684,Fast_Food,16,0.823,2,Email
18480,11,294,Groceries,34,0.407,6,SMS
18481,5,596,Fast_Food,0,0.704,4,App
18482,25,80,Groceries,46,0.883,8,App
18483,31,677,Electronics,2,0.937,10,App
18484,1,263,Clothing,29,0.023,0,SMS
18485,28,524,Entertainment,8,0.151,13,Email
18486,20,577,Fast_Food,44,0.38,13,SMS
18487,10,411,Groceries,30,0.085,0,Phone
18488,34,152,Fast_Food,56,0.731,4,Phone
18489,15,328,Entertainment,24,0.608,2,Phone
18490,29,229,Groceries,65,0.98,5,Email
18491,1,636,Entertainment,27,0.32,4,Phone
18492,11,481,Entertainment,46,0.655,14,SMS
18493,16,503,Clothing,19,0.083,10,SMS
18494,10,46,Electronics,10,0.627,4,App
18495,12,522,Entertainment,16,0.302,14,Email
18496,23,14,Entertainment,7,0.361,14,Phone
18497,28,217,Clothing,45,0.078,17,App
18498,32,73,Groceries,31,0.242,15,SMS
18499,11,76,Groceries,43,0.562,0,Phone
18500,26,168,Electronics,25,0.913,3,App
18501,24,340,Clothing,17,0.497,16,SMS
18502,3,682,Fast_Food,41,0.805,1,Email
18503,6,248,Clothing,63,0.146,17,Phone
18504,19,544,Electronics,49,0.169,8,SMS
18505,38,203,Fast_Food,47,0.449,12,App
18506,22,132,Groceries,9,0.597,4,App
18507,33,478,Clothing,1,0.66,10,Email
18508,22,323,Groceries,1,0.576,10,App
18509,19,563,Electronics,58,0.794,2,Phone
18510,37,230,Clothing,51,0.884,0,Email
18511,26,166,Groceries,55,0.204,0,SMS
18512,14,19,Entertainment,67,0.147,15,Phone
18513,23,268,Clothing,29,0.957,14,App
18514,17,256,Groceries,13,0.268,5,App
18515,30,566,Electronics,55,0.08,3,App
18516,32,406,Groceries,30,0.706,11,App
18517,31,71,Groceries,46,0.543,5,SMS
18518,39,164,Groceries,41,0.924,9,App
18519,9,336,Electronics,59,0.69,19,Phone
18520,16,690,Electronics,12,0.26,12,SMS
18521,16,206,Clothing,62,0.151,19,Phone
18522,25,619,Clothing,56,0.273,3,App
18523,35,316,Groceries,58,0.811,8,Email
18524,8,213,Clothing,36,0.997,10,Email
18525,10,289,Fast_Food,7,0.348,18,App
18526,9,508,Fast_Food,16,0.348,8,SMS
18527,36,286,Fast_Food,13,0.672,13,SMS
18528,20,547,Electronics,17,0.525,0,SMS
18529,27,177,Clothing,23,0.718,15,Phone
18530,27,163,Electronics,46,0.167,9,Email
18531,1,464,Groceries,2,0.3,8,App
18532,3,510,Groceries,7,0.535,20,App
18533,28,15,Clothing,2,0.058,18,App
18534,18,571,Electronics,59,0.442,11,SMS
18535,38,305,Fast_Food,28,0.212,12,App
18536,35,66,Electronics,50,0.399,19,Phone
18537,9,699,Groceries,43,0.677,0,SMS
18538,29,533,Clothing,7,0.17,11,Phone
18539,18,489,Fast_Food,44,0.296,14,Phone
18540,35,690,Groceries,69,0.153,16,SMS
18541,13,66,Entertainment,0,0.02,19,Email
18542,34,574,Electronics,46,0.218,4,Email
18543,11,101,Clothing,12,0.791,11,Phone
18544,24,218,Electronics,37,0.07,12,Phone
18545,11,123,Entertainment,25,0.721,2,Phone
18546,39,194,Groceries,61,0.02,9,App
18547,27,80,Entertainment,25,0.348,14,SMS
18548,33,255,Fast_Food,44,0.953,2,App
18549,22,499,Entertainment,50,0.403,1,App
18550,5,12,Groceries,1,0.092,2,SMS
18551,33,664,Entertainment,60,0.975,15,Email
18552,21,364,Groceries,6,0.326,0,Phone
18553,19,429,Clothing,3,0.59,12,Email
18554,35,568,Entertainment,1,0.044,1,Phone
18555,35,629,Entertainment,44,0.884,14,Email
18556,2,531,Entertainment,22,0.951,17,Email
18557,9,529,Groceries,17,0.605,13,SMS
18558,4,294,Groceries,58,0.466,17,SMS
18559,3,688,Fast_Food,55,0.577,9,SMS
18560,21,204,Electronics,36,0.921,18,Email
18561,7,590,Entertainment,27,0.928,17,Email
18562,27,694,Fast_Food,58,0.776,5,SMS
18563,15,428,Clothing,48,0.338,17,Phone
18564,12,325,Groceries,10,0.312,11,Phone
18565,38,670,Clothing,43,0.957,17,Phone
18566,24,440,Groceries,9,0.364,14,Phone
18567,15,516,Clothing,6,0.294,17,Phone
18568,15,216,Entertainment,38,0.581,20,App
18569,1,249,Electronics,23,0.619,1,Email
18570,31,381,Fast_Food,53,0.638,11,Email
18571,27,596,Fast_Food,28,0.974,17,Phone
18572,19,8,Entertainment,41,0.015,4,SMS
18573,6,328,Electronics,53,0.345,16,SMS
18574,22,440,Clothing,4,0.331,10,App
18575,6,672,Electronics,2,0.444,19,Phone
18576,22,159,Fast_Food,13,0.081,18,App
18577,33,296,Groceries,50,0.103,14,App
18578,17,395,Groceries,59,0.418,13,SMS
18579,29,618,Electronics,52,0.772,11,Phone
18580,9,378,Fast_Food,52,0.717,16,Email
18581,6,596,Clothing,69,0.49,0,App
18582,32,21,Electronics,50,0.499,2,App
18583,8,233,Clothing,63,0.792,1,Email
18584,37,281,Fast_Food,22,0.218,18,Email
18585,25,413,Entertainment,30,0.301,15,Email
18586,31,609,Electronics,62,0.677,1,SMS
18587,28,227,Entertainment,34,0.582,7,Email
18588,13,614,Fast_Food,41,0.263,10,App
18589,33,432,Clothing,15,0.189,2,Email
18590,2,169,Electronics,0,0.952,0,SMS
18591,22,261,Clothing,29,0.868,20,Email
18592,37,266,Clothing,18,0.098,15,App
18593,34,454,Entertainment,52,0.193,6,App
18594,34,460,Electronics,48,0.984,20,Email
18595,34,309,Entertainment,36,0.441,18,App
18596,26,602,Groceries,16,0.325,7,Email
18597,8,41,Fast_Food,22,0.361,15,SMS
18598,2,450,Entertainment,8,0.371,6,Email
18599,1,603,Electronics,2,0.353,5,Phone
18600,18,596,Fast_Food,24,0.831,15,Phone
18601,32,675,Clothing,23,0.788,16,App
18602,36,165,Entertainment,22,0.291,1,App
18603,37,247,Electronics,22,0.539,7,SMS
18604,16,557,Fast_Food,69,0.328,11,SMS
18605,32,466,Entertainment,44,0.891,8,Phone
18606,17,366,Entertainment,58,0.29,5,App
18607,3,462,Entertainment,60,0.712,4,SMS
18608,23,313,Fast_Food,7,0.484,5,Email
18609,33,16,Clothing,58,0.416,3,Email
18610,1,11,Groceries,9,0.431,18,Email
18611,30,90,Electronics,51,0.351,15,Phone
18612,26,178,Electronics,62,0.396,12,SMS
18613,33,568,Entertainment,48,0.438,0,Phone
18614,10,677,Electronics,60,0.914,6,App
18615,9,11,Electronics,48,0.29,20,Email
18616,15,559,Electronics,42,0.864,1,Phone
18617,4,131,Clothing,26,0.36,15,App
18618,15,93,Fast_Food,42,0.824,6,SMS
18619,16,360,Groceries,20,0.869,0,Email
18620,13,521,Groceries,27,0.486,1,Email
18621,16,326,Entertainment,24,0.926,18,Email
18622,9,383,Fast_Food,25,0.044,16,App
18623,18,544,Electronics,68,0.655,6,SMS
18624,30,559,Groceries,12,0.417,3,Phone
18625,16,646,Entertainment,25,0.64,15,Phone
18626,11,274,Clothing,69,0.118,18,App
18627,39,144,Entertainment,43,0.373,5,Phone
18628,12,318,Electronics,62,0.24,1,Phone
18629,7,70,Clothing,35,0.666,18,Phone
18630,34,170,Fast_Food,25,0.714,14,SMS
18631,15,103,Fast_Food,27,0.174,20,SMS
18632,12,444,Clothing,21,0.564,3,App
18633,27,417,Groceries,53,0.173,4,SMS
18634,28,229,Entertainment,29,0.949,1,App
18635,39,624,Electronics,27,0.734,10,App
18636,33,421,Fast_Food,3,0.022,19,Email
18637,15,492,Clothing,48,0.245,14,App
18638,0,624,Entertainment,23,0.274,9,SMS
18639,38,379,Entertainment,17,0.156,7,SMS
18640,12,648,Clothing,30,0.911,11,SMS
18641,22,617,Groceries,20,0.167,12,Phone
18642,9,314,Electronics,37,0.072,13,App
18643,13,597,Electronics,49,0.315,3,App
18644,36,310,Fast_Food,44,0.429,9,Email
18645,34,591,Fast_Food,55,0.105,14,App
18646,28,470,Electronics,40,0.249,15,Email
18647,10,287,Fast_Food,2,0.706,8,SMS
18648,24,453,Groceries,37,0.567,2,SMS
18649,19,80,Entertainment,14,0.852,9,SMS
18650,30,446,Electronics,35,0.862,14,Phone
18651,37,188,Electronics,42,0.749,13,Phone
18652,17,675,Clothing,29,0.818,16,Email
18653,10,639,Entertainment,21,0.201,6,App
18654,2,112,Electronics,3,0.16,0,SMS
18655,27,81,Clothing,35,0.344,5,SMS
18656,4,573,Entertainment,54,0.982,15,SMS
18657,19,134,Electronics,65,0.335,12,Phone
18658,25,430,Groceries,54,0.514,14,Email
18659,22,281,Groceries,19,0.545,1,SMS
18660,10,452,Groceries,18,0.795,7,App
18661,9,597,Fast_Food,3,0.526,1,SMS
18662,15,556,Fast_Food,11,0.167,1,SMS
18663,8,631,Groceries,65,0.64,13,SMS
18664,19,6,Electronics,2,0.448,7,Email
18665,14,384,Electronics,55,0.746,10,SMS
18666,7,124,Entertainment,7,0.81,6,Phone
18667,12,22,Groceries,53,0.306,19,SMS
18668,21,186,Electronics,33,0.096,6,Phone
18669,12,664,Entertainment,63,0.474,7,SMS
18670,26,59,Clothing,41,0.463,11,SMS
18671,3,489,Fast_Food,69,0.481,9,Phone
18672,22,207,Fast_Food,24,0.521,16,Phone
18673,33,136,Clothing,4,0.67,12,Email
18674,19,29,Entertainment,56,0.73,0,Email
18675,33,687,Clothing,57,0.85,16,App
18676,22,498,Fast_Food,3,0.676,14,App
18677,18,541,Groceries,53,0.064,11,Phone
18678,19,154,Entertainment,4,0.796,4,SMS
18679,13,399,Electronics,16,0.306,5,Email
18680,0,520,Entertainment,14,0.384,17,Phone
18681,30,492,Entertainment,43,0.601,13,SMS
18682,31,372,Electronics,21,0.469,10,SMS
18683,4,226,Fast_Food,5,0.538,3,SMS
18684,13,95,Groceries,2,0.565,5,Email
18685,27,544,Electronics,26,0.826,17,SMS
18686,23,614,Fast_Food,24,0.053,10,Phone
18687,26,201,Electronics,60,0.965,11,Phone
18688,35,251,Fast_Food,19,0.188,12,App
18689,3,425,Groceries,46,0.022,20,App
18690,4,81,Fast_Food,58,0.367,10,App
18691,0,482,Groceries,14,0.05,7,SMS
18692,30,381,Entertainment,56,0.048,14,Phone
18693,3,362,Entertainment,12,0.605,18,App
18694,34,122,Groceries,24,0.218,15,Email
18695,7,155,Fast_Food,57,0.989,15,SMS
18696,18,629,Fast_Food,66,0.995,14,App
18697,14,675,Clothing,16,0.5,11,SMS
18698,35,108,Electronics,33,0.356,15,Phone
18699,25,184,Groceries,4,0.416,12,Phone
18700,3,416,Fast_Food,42,0.65,2,App
18701,39,72,Entertainment,38,0.277,0,SMS
18702,26,382,Clothing,41,0.632,13,App
18703,15,469,Clothing,13,0.075,4,App
18704,5,65,Electronics,69,0.695,1,App
18705,35,444,Groceries,61,0.485,2,Phone
18706,1,42,Fast_Food,52,0.945,2,App
18707,22,567,Fast_Food,68,0.104,17,Phone
18708,6,120,Entertainment,12,0.321,12,Phone
18709,7,418,Groceries,11,0.526,14,Phone
18710,3,183,Electronics,53,0.783,14,App
18711,5,415,Fast_Food,63,0.377,16,SMS
18712,13,98,Fast_Food,32,0.66,9,App
18713,29,526,Fast_Food,61,0.249,13,SMS
18714,24,144,Groceries,45,0.395,9,SMS
18715,9,50,Groceries,12,0.058,7,Phone
18716,21,454,Electronics,35,0.979,15,App
18717,14,101,Clothing,37,0.624,16,SMS
18718,14,230,Fast_Food,50,0.477,2,Email
18719,5,15,Groceries,27,0.569,13,Phone
18720,14,164,Electronics,1,0.676,8,SMS
18721,21,186,Fast_Food,63,0.403,4,Email
18722,19,538,Fast_Food,15,0.921,13,Email
18723,10,576,Electronics,18,0.649,18,App
18724,4,80,Fast_Food,17,0.988,17,SMS
18725,13,468,Fast_Food,51,0.063,17,App
18726,23,251,Fast_Food,11,0.101,11,SMS
18727,35,38,Entertainment,28,0.163,20,Email
18728,34,246,Clothing,52,0.431,12,SMS
18729,0,338,Fast_Food,58,0.176,15,SMS
18730,2,397,Clothing,39,0.207,12,Phone
18731,1,565,Fast_Food,0,0.605,17,App
18732,32,481,Entertainment,35,0.183,9,App
18733,23,115,Electronics,48,0.934,1,Phone
18734,32,668,Fast_Food,64,0.989,11,Email
18735,38,256,Electronics,38,0.162,10,SMS
18736,21,84,Entertainment,37,0.366,11,Email
18737,5,476,Entertainment,22,0.352,15,Phone
18738,25,273,Groceries,16,0.738,1,Phone
18739,14,507,Fast_Food,67,0.148,10,SMS
18740,14,474,Groceries,17,0.988,14,App
18741,15,273,Fast_Food,6,0.177,19,SMS
18742,24,632,Electronics,30,0.37,12,Email
18743,16,577,Groceries,24,0.681,18,Email
18744,29,168,Electronics,25,0.301,8,SMS
18745,29,513,Fast_Food,64,0.486,19,App
18746,28,378,Entertainment,28,0.946,10,Email
18747,28,613,Electronics,25,0.91,19,App
18748,12,629,Clothing,5,0.318,3,Phone
18749,36,368,Electronics,30,0.044,17,Email
18750,19,623,Entertainment,36,0.03,9,Email
18751,9,626,Entertainment,16,0.356,19,Email
18752,15,224,Fast_Food,20,0.166,0,Phone
18753,36,89,Clothing,17,0.211,5,SMS
18754,7,301,Fast_Food,5,0.738,11,App
18755,38,665,Groceries,14,0.165,10,Phone
18756,31,78,Entertainment,8,0.307,13,SMS
18757,33,100,Electronics,49,0.94,10,Email
18758,39,293,Clothing,47,0.903,20,App
